,index,jian_flag_all,pred_label,問題なしの確率（0）,問題ありの確率（1）,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,20_p_num,ID,flag1（前後重複70%以上）,flag2（欠測有無）,flag3（保護者不同意）,flag4（デスクトップPC実施）,flag5（特支学級）,flag6（IAT誤答率20%以上）,SchoolNumber,SchoolClass,PersonalNumber,StudentAge,IAT_pattern,IAT_po,IAT_ne,IAT,IAT1_error,IAT2_error,IAT_Q1,IAT_Q2,IAT_Q3,sc1,sc2,sc3,sc4,sc5,sc6,sc7,sc8,ss1,ss2,ss3,ss4,ss5,ss6,cu1,cu2,cu3,cu4,cu5,cu6,cu7,md1,md2,md3,md4,md5,md6,md7,md8,md9,md10,md11,cd1,cd2,cd3,cd4,cd5,cd6,cd7,cd8,cd9,cd10,cd11,ab1,ab2,ab3,ab4,ab5,ab6,ab7,ab8,pr1,pr2,pr3,pr5,pr6,pr7,pr9,pr10,pr11,pr13,pr14,pr15,pr17,pr18,pr19,pr4,pr8,pr12,pr16,tl1,tl4,tl6,tl8,tl9,tl11,tl13,tl15,tl17,tl2,tl3,tl5,tl7,tl10,tl12,tl14,tl16,fr1,fr3,fr5,fr7,fr9,fr2,fr4,fr6,fr8,ce1,ce2,ce3,ce4,ce5,ce6,ps1,ps2,ps3,ps4,ps5,ps6,ps7,ps8,ps9,ps10,self_control,sensation_seeking,callous_unemotional,moral_disengagement,cognitive_distortion,aggression_belief,acceptance,psychological_control,monitoring,family_violence,goal_achievement,group_maintenance,good_friendship,bad_friendship,informal_control,social_cohesion,self_control_after,sensation_seeking_after,callous_unemotional_after,moral_disengagement_after,cognitive_distortion_after,aggression_belief_after,acceptance_after,psychological_control_after,monitoring_after,family_violence_after,goal_achievement_after,group_maintenance_after,good_friendship_after,bad_friendship_after,informal_control_after,social_cohesion_after,season,mondai,hutoukou,ijime,mondai_after,hutoukou_after,ijime_after,jian_flag_half,cluster,cluster_replace,cluster_after,cluster_after_replace,cluster_naimen,cluster_naimen_replace,cluster_naimen_after,cluster_naimen_after_replace,StudentGender_1,StudentGender_2,SchoolGrade_4,SchoolGrade_5,SchoolGrade_6,SchoolGrade_7,SchoolGrade_8,SchoolGrade_9,gakku_1,gakku_10,gakku_11,gakku_12,gakku_13,gakku_14,gakku_15,gakku_16,gakku_17,gakku_18,gakku_19,gakku_2,gakku_20,gakku_21,gakku_22,gakku_3,gakku_4,gakku_5,gakku_6,gakku_7,gakku_8,gakku_9,jian_flag_all
5830,5830,0,0.0,0.8580802780292931,0.14191972197070682,13497,13497,13497,s3_4208,15044,0,0,0,0,0,0,s3,2,8,9,4,7.726065602,7.013115795,-0.712949808,0.0,11.11111111,4,3,4,1,1,2,3,3,1,1,1,1,1,1,3,2,2,3,2,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,6,6,4,5,6,1,1,3,1,6,1,4,4,4,4,4,4,4,4,4,1,3,2,4,3,1,3,4,2,2,1,3,2,4,1,1,1,1,3,4,3,3,4,4,3,4,3,3,3,2,4,3,3,4,3,3,4,4,4,4,3,3,2,1,1,3,2,3,2,2,4,1,4,2,3,4,4,3,4,3,12,10,15,12,40,8,13,13,6,4,15,14,6,9,9,8,13.0,15.0,14.0,18.0,11.0,8.0,13.0,12.0,12.0,4.0,14.0,10.0,7.0,5.0,8.0,6.0,1,0,0,0,0.0,0.0,0.0,0,4,6,2.0,5.0,3,9,1.0,4.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5833,5833,0,0.0,0.9136445690102779,0.08635543098972213,27047,27047,27047,s11_6430,30295,0,0,0,0,0,0,s11,4,30,11,4,6.978851201,6.645391015,-0.333460186,0.0,5.263157895,4,4,4,1,1,1,1,4,1,2,1,2,2,1,3,2,1,4,4,4,4,4,4,4,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,2,1,3,3,4,1,1,1,1,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,1,1,1,1,4,4,4,3,3,3,4,1,4,3,4,4,3,2,2,4,9,11,7,14,12,8,6,7,5,4,10,9,5,4,3,6,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,6,2,,,8,1,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5837,5837,0,0.0,0.7675958419629824,0.23240415803701753,30523,30523,30523,s27_4317,34042,0,0,0,0,0,0,s27,3,17,10,1,7.418580903,6.812445099,-0.606135804,0.0,0.0,4,4,3,3,3,1,4,3,1,2,2,4,3,1,3,4,1,4,4,3,3,4,4,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,3,4,3,4,4,4,4,2,3,4,3,3,1,1,1,1,1,1,3,3,4,1,1,1,2,2,4,4,3,1,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,3,4,1,1,1,1,1,3,4,4,4,3,4,1,2,2,4,3,2,2,1,3,18,16,10,12,13,11,11,6,5,5,9,16,7,4,7,4,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,2,5,,,4,7,,,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5843,5843,0,0.0,0.71102069469859,0.2889793053014099,28177,28177,28177,s16_6309,31510,0,0,0,0,0,0,s16,3,9,12,1,6.9469759920000005,6.745236349,-0.201739643,10.0,4.166666667,4,3,4,1,2,2,1,3,1,2,2,1,1,2,2,3,2,3,3,3,3,4,3,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,3,2,3,3,4,1,1,1,2,3,3,3,3,3,3,1,3,4,2,2,3,3,3,3,3,3,4,3,3,3,4,1,1,1,1,3,3,4,3,3,3,3,1,3,4,2,2,3,1,1,3,13,11,13,13,11,8,6,9,5,5,18,19,8,4,5,6,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,5,8,,,8,1,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5847,5847,0,0.0,0.8648693880311035,0.13513061196889642,8731,8731,8731,s10_4328,9912,0,0,0,0,0,0,s10,3,28,9,3,7.264430223,7.1507014579999995,-0.113728765,0.0,6.25,4,3,3,1,1,1,2,4,1,1,2,2,2,2,4,3,1,3,4,4,4,4,4,4,1,2,1,1,2,1,3,2,2,1,1,1,3,2,3,1,1,2,3,1,1,1,4,3,3,4,4,3,4,4,4,4,4,4,4,4,2,1,1,2,2,1,4,3,4,1,2,1,2,3,4,4,4,4,4,4,4,4,4,2,2,4,2,3,3,4,4,4,4,4,4,1,1,1,1,4,4,4,4,4,4,4,1,4,4,2,2,2,2,3,4,10,14,8,17,19,11,6,9,4,6,16,10,5,4,3,3,10.0,13.0,8.0,11.0,11.0,8.0,6.0,7.0,4.0,6.0,15.0,11.0,5.0,4.0,3.0,4.0,1,0,0,0,0.0,0.0,0.0,0,1,3,1.0,3.0,4,7,8.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5851,5851,0,0.0,0.7901870313578405,0.20981296864215943,24815,24815,24815,c6_7510,27494,0,0,0,0,0,0,c6,5,10,13,3,6.959048573,6.684611727999999,-0.274436846,0.0,0.0,4,4,4,2,3,1,2,4,1,2,2,1,1,2,3,3,1,4,3,3,4,3,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,3,3,4,3,4,4,1,1,1,1,4,1,3,3,3,1,1,1,1,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,2,3,4,3,3,3,3,2,4,3,3,3,3,2,2,3,14,11,11,11,11,8,9,9,6,4,8,11,5,4,6,6,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,2,5,,,8,1,,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5867,5867,0,0.0,0.7852708078018014,0.21472919219819858,11557,11557,11557,s23_5220,12985,0,0,0,0,0,0,s23,2,20,10,4,7.1507014579999995,6.812445099,-0.338256358,0.0,6.25,4,4,4,1,2,1,1,2,1,2,2,1,1,1,2,3,1,3,3,2,3,4,4,3,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,3,1,2,3,4,1,1,1,1,3,4,4,4,3,4,4,3,4,4,2,4,4,2,4,3,2,4,4,4,4,4,1,1,1,1,1,4,4,3,4,4,4,1,3,4,2,1,2,3,1,4,13,9,13,13,11,8,6,8,6,4,15,12,5,4,6,4,10.0,12.0,12.0,15.0,12.0,8.0,6.0,8.0,3.0,4.0,10.0,9.0,5.0,4.0,3.0,3.0,1,0,0,0,0.0,0.0,0.0,0,6,2,3.0,1.0,2,3,8.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5871,5871,0,0.0,0.7494451358476347,0.2505548641523653,26613,26613,26613,s10_6124,29815,0,0,0,0,0,0,s10,1,24,12,3,7.071384703,6.878767742000001,-0.192616961,16.66666667,4.7619047619999995,4,4,4,2,2,2,1,2,2,2,3,4,2,1,4,3,2,4,3,3,3,4,4,4,1,2,3,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,3,1,1,1,3,3,4,4,4,4,4,4,4,4,4,4,4,4,2,3,1,1,4,1,4,4,4,1,1,1,1,3,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,4,4,4,4,4,4,2,1,1,1,4,4,4,4,4,4,4,1,2,3,1,2,2,1,2,3,17,16,10,15,15,10,6,12,3,4,11,10,5,5,3,3,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,3,1,,,4,7,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5875,5875,0,0.0,0.8176725037859557,0.18232749621404437,30601,30601,30601,s27_5201,34123,0,0,0,0,0,0,s27,2,1,11,2,7.215239979,6.858965115,-0.35627486399999997,0.0,6.666666667,3,4,4,1,2,2,3,4,2,2,2,1,2,3,3,4,1,4,4,3,4,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,4,4,4,4,4,4,3,3,3,3,1,1,1,1,3,1,3,4,4,2,3,2,1,2,4,4,4,4,4,4,3,2,3,3,3,3,3,3,3,3,4,4,4,4,4,1,1,1,1,4,4,4,4,4,4,4,1,3,3,2,2,3,2,2,2,15,14,9,11,11,9,10,8,4,8,16,14,5,4,3,3,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,7,4,,,9,5,,,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5885,5885,0,0.0,0.7316955506430183,0.26830444935698183,27963,27963,27963,s16_4314,31278,0,0,0,0,0,1,s16,3,14,10,3,7.272398393,7.359740402999999,0.08734201,26.66666667,35.71428571,4,4,4,1,1,1,2,3,1,2,2,1,4,1,4,4,1,1,4,1,4,4,4,4,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,1,1,2,3,3,2,4,1,2,1,3,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,3,4,2,1,3,2,4,4,4,4,4,4,4,1,3,4,4,3,4,4,3,2,12,15,13,13,11,8,6,10,6,7,10,9,6,8,3,3,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,1,3,,,1,4,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5888,5888,0,0.0,0.8163041172230967,0.18369588277690327,26157,26157,26157,c9_9122,29282,0,0,0,0,0,1,c9,1,22,15,3,7.359740402999999,6.858965115,-0.5007752879999999,35.71428571,0.0,2,3,3,1,2,1,2,4,1,1,2,3,2,2,3,3,1,4,4,3,3,3,4,3,1,5,4,2,2,3,2,5,2,2,2,4,3,4,4,3,3,4,4,3,3,4,3,3,2,3,3,3,2,3,4,3,2,3,2,1,1,1,1,1,1,1,3,2,4,1,1,1,2,3,4,4,3,4,3,3,3,3,4,4,4,3,4,4,4,2,4,3,4,4,4,1,1,1,1,1,1,2,3,2,3,4,1,4,4,3,2,2,2,1,3,11,14,11,30,39,18,15,6,6,5,11,15,6,4,11,7,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,4,6,,,3,9,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5894,5894,0,0.0,0.7039006684139115,0.29609933158608853,3037,3037,3037,c16_9216,3372,0,0,0,0,0,0,c16,2,16,14,4,6.851665812,6.4695003479999995,-0.382165464,0.0,9.090909091,3,4,4,3,3,3,2,3,3,4,2,2,2,1,1,2,2,3,3,2,2,3,3,2,1,3,3,1,1,1,2,1,1,1,1,1,1,1,2,2,3,2,4,2,3,4,3,3,3,3,3,3,4,4,2,2,3,3,3,2,1,1,1,2,1,1,3,3,2,2,2,2,2,2,2,2,2,3,2,2,3,3,4,4,4,4,2,3,3,4,3,3,2,3,4,1,1,1,1,3,2,3,2,2,3,3,2,3,3,3,3,3,2,4,2,22,10,17,16,25,14,15,7,7,8,12,24,10,4,7,8,22.0,12.0,16.0,17.0,18.0,13.0,13.0,6.0,7.0,9.0,17.0,16.0,12.0,6.0,9.0,9.0,1,0,0,0,0.0,0.0,0.0,0,8,9,5.0,8.0,5,8,4.0,7.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5899,5899,0,0.0,0.7789296014430847,0.2210703985569154,3747,3747,3747,c18_9533,4139,0,0,0,0,0,0,c18,5,33,15,1,7.13089883,6.627453313999999,-0.503445516,0.0,3.7037037039999996,4,4,4,1,3,1,3,4,1,1,3,1,1,3,3,4,1,3,4,3,3,4,4,3,3,4,2,1,1,2,1,5,1,1,1,2,1,1,3,1,1,1,1,1,1,2,4,3,3,4,4,4,4,4,4,3,4,3,4,4,1,2,1,1,2,1,3,3,4,1,1,1,1,3,4,3,3,3,2,3,3,2,4,4,4,4,3,4,4,3,4,4,4,4,4,1,1,2,1,1,2,3,2,3,3,3,3,3,3,3,2,3,2,1,3,14,13,11,22,15,10,8,8,5,4,10,19,5,5,9,7,17.0,16.0,8.0,23.0,17.0,12.0,7.0,10.0,3.0,4.0,13.0,16.0,5.0,7.0,10.0,6.0,1,0,0,0,0.0,0.0,0.0,0,7,4,7.0,4.0,7,6,4.0,7.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5900,5900,0,0.0,0.7187785335092197,0.2812214664907803,30309,30309,30309,s26_5124,33807,0,0,0,0,0,0,s26,1,24,11,3,6.978851201,6.80721405,-0.17163715100000002,5.263157895,8.695652174,4,4,4,1,1,1,1,1,1,2,2,4,4,2,4,4,1,4,4,3,3,4,3,3,1,3,2,1,1,2,4,2,4,1,1,1,1,1,1,2,1,1,2,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,4,3,4,1,1,1,1,4,4,4,4,4,3,4,3,3,4,2,4,4,3,4,4,3,3,4,4,4,4,2,1,1,1,4,4,4,3,4,3,3,1,4,4,2,2,2,1,3,3,13,19,11,22,13,8,6,6,4,4,12,12,6,5,3,5,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,6,2,,,9,5,,,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5902,5902,0,0.0,0.7285933851489448,0.27140661485105533,12810,12810,12810,s27_4428,14324,0,0,0,0,0,0,s27,4,28,9,4,7.1507014579999995,6.966024187,-0.18467727,15.0,6.25,4,3,4,2,4,1,3,3,2,3,4,1,1,1,2,4,1,4,4,2,4,4,4,4,1,3,3,1,1,2,6,3,3,1,1,2,1,4,2,4,2,3,4,4,1,3,4,3,3,3,4,4,3,4,4,4,4,4,4,4,3,3,2,2,2,2,4,4,2,2,3,2,3,3,4,4,4,3,3,4,4,4,2,2,1,3,3,2,3,3,2,3,3,3,4,2,1,1,2,2,4,4,4,4,4,3,4,3,4,1,1,2,3,1,3,21,10,9,25,30,12,6,14,5,10,21,12,10,6,5,3,22.0,15.0,13.0,17.0,21.0,10.0,12.0,15.0,6.0,10.0,25.0,18.0,11.0,8.0,6.0,5.0,1,0,0,0,0.0,0.0,0.0,0,9,7,9.0,7.0,5,8,4.0,7.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5906,5906,0,0.0,0.7934467934051039,0.20655320659489612,6084,6084,6084,c3_9225,6693,0,0,0,0,0,0,c3,2,25,14,2,6.767993337,6.6076506870000005,-0.16034265,0.0,0.0,4,3,4,3,3,3,3,2,3,3,3,4,3,2,1,2,1,4,4,2,3,3,3,2,5,5,5,2,3,5,2,2,4,1,3,6,3,2,6,4,3,3,5,3,3,4,4,3,4,4,3,3,3,3,3,3,2,3,3,2,2,3,3,3,4,3,2,2,4,2,1,1,2,3,3,3,3,3,2,3,3,1,3,3,3,3,3,2,3,3,4,4,4,4,4,2,1,2,2,3,3,3,2,2,2,4,3,3,2,4,4,4,4,2,3,24,13,14,37,42,13,14,18,7,6,17,21,5,7,6,9,22.0,13.0,17.0,39.0,37.0,16.0,14.0,18.0,7.0,7.0,16.0,19.0,9.0,8.0,7.0,7.0,1,0,0,0,0.0,0.0,0.0,0,4,6,5.0,8.0,5,8,5.0,8.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5916,5916,0,0.0,0.8053609809341434,0.1946390190658565,31823,31823,31823,s32_4201,35584,0,0,0,0,0,1,s32,2,1,9,2,7.3968071029999996,7.070274208,-0.326532895,0.0,23.07692308,3,3,4,2,1,1,2,3,2,2,1,2,3,3,3,3,2,3,3,3,3,4,3,3,2,1,1,1,1,1,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,4,3,4,4,4,3,4,4,4,4,4,4,4,4,1,1,1,1,3,2,4,3,4,2,2,1,1,2,4,4,4,4,4,2,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,1,1,1,1,4,4,4,4,4,4,4,2,3,2,2,1,3,1,1,2,13,16,13,13,14,10,6,9,4,6,9,14,5,4,3,3,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,1,3,,,7,6,,,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5921,5921,0,0.0,0.8287485153736445,0.1712514846263556,27624,27624,27624,s15_4102,30912,0,0,0,0,0,0,s15,1,2,10,3,7.50559228,7.377758908,-0.127833372,0.0,15.38461538,3,4,4,1,1,1,1,4,1,1,3,2,1,1,2,4,1,4,4,3,4,4,3,4,2,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,1,1,2,1,4,3,4,1,1,1,1,4,4,4,4,4,4,3,4,4,3,4,3,3,3,4,3,3,3,4,3,4,4,1,1,1,1,3,3,4,4,4,4,3,1,4,2,1,1,2,2,1,3,10,11,9,15,12,8,6,8,4,4,14,10,7,4,5,3,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,6,2,,,8,1,,,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5923,5923,0,0.0,0.8112569657911642,0.1887430342088358,25797,25797,25797,c8_9310,28888,0,0,0,0,0,0,c8,3,10,15,3,7.032918422000001,6.832247726,-0.200670695,5.555555556,4.545454545,4,3,4,2,4,2,3,2,2,2,4,4,2,4,4,4,3,3,3,4,2,4,3,3,2,4,2,1,2,4,3,5,3,1,1,2,4,2,5,3,2,1,4,2,5,4,4,3,4,4,3,3,4,4,4,4,4,4,4,4,1,1,1,1,1,1,3,4,4,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,2,3,4,1,1,1,1,4,4,4,4,4,4,4,3,2,1,4,4,4,4,2,3,22,21,13,28,34,11,6,6,4,4,8,9,11,4,3,3,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,2,5,,,5,8,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5925,5925,0,0.0,0.706233285476644,0.2937667145233559,19375,19375,19375,c13_7415,21583,0,0,0,0,0,0,c13,4,15,13,2,7.215239979,6.665193642,-0.550046337,3.8461538460000004,6.666666667,3,4,4,1,3,1,2,4,1,3,3,4,2,1,1,3,1,4,4,4,4,4,4,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,2,1,1,3,3,3,1,1,1,1,2,2,2,2,3,1,3,1,1,4,3,2,2,2,3,3,1,4,4,4,4,4,1,1,1,1,3,3,3,3,4,4,4,1,3,2,3,3,4,3,1,2,15,12,7,12,11,8,6,7,6,4,20,28,5,4,6,4,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,7,4,,,6,2,,,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5929,5929,0,0.0,0.7222978728805255,0.2777021271194745,5648,5648,5648,c22_9510,6226,0,0,0,0,0,0,c22,5,10,14,3,7.1094949220000005,6.767993337,-0.341501585,11.76470588,0.0,3,3,3,2,2,1,3,2,2,1,4,3,4,3,4,4,3,4,3,3,3,4,4,3,1,2,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,2,1,2,4,4,3,4,4,4,4,4,3,3,3,4,3,2,2,2,1,1,2,1,4,4,4,2,4,1,1,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,2,1,1,3,4,1,3,2,4,4,3,2,3,2,18,21,11,14,14,9,12,9,3,8,9,10,5,4,11,10,20.0,19.0,9.0,16.0,17.0,11.0,9.0,13.0,4.0,6.0,8.0,11.0,6.0,4.0,12.0,10.0,1,0,0,0,0.0,0.0,0.0,0,9,7,7.0,4.0,9,5,4.0,7.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5932,5932,0,0.0,0.7208500345750777,0.27914996542492226,29201,29201,29201,s23_4304,32630,0,0,0,0,0,0,s23,3,4,9,3,7.1507014579999995,6.80721405,-0.343487408,6.25,8.695652174,4,3,4,2,2,1,3,3,1,1,1,3,1,1,3,3,1,4,4,4,3,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,2,2,4,4,4,1,1,1,2,1,4,4,4,4,3,3,3,3,3,3,3,4,1,4,2,3,3,4,4,3,4,1,1,1,2,4,4,4,4,4,4,4,1,3,3,2,4,1,1,3,1,13,12,8,11,11,8,6,8,3,5,17,16,7,5,3,3,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,6,2,,,8,1,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5943,5943,0,0.0,0.8771289006053358,0.12287109939466419,8799,8799,8799,s10_5226,9984,0,0,0,0,0,1,s10,2,26,10,4,7.469566457000001,7.032918422000001,-0.436648036,5.555555556,53.84615385,4,4,4,1,2,1,3,4,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,4,3,4,4,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,1,1,1,1,4,4,4,4,4,4,4,1,3,4,3,4,2,3,1,4,11,6,7,16,11,8,6,6,4,7,9,9,6,4,3,3,9.0,7.0,7.0,11.0,11.0,8.0,6.0,6.0,4.0,4.0,8.0,9.0,6.0,4.0,3.0,3.0,1,0,0,0,0.0,0.0,1.0,1,1,3,3.0,1.0,8,1,8.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5948,5948,0,0.0,0.7795110726149229,0.2204889273850771,21768,21768,21768,c2_8227,24199,0,0,0,0,0,0,c2,2,27,14,2,6.978851201,6.645391015,-0.333460186,0.0,5.263157895,4,4,4,1,2,1,3,4,1,2,2,4,2,4,4,4,2,4,4,3,3,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,1,1,3,1,3,3,4,1,1,1,1,3,4,4,4,4,4,4,4,4,4,3,3,4,3,3,3,3,4,4,4,4,4,1,1,1,2,4,4,4,4,4,4,4,1,3,3,3,3,4,2,1,3,13,20,9,11,16,8,8,10,5,4,14,10,5,5,3,3,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,1,3,,,6,2,,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5950,5950,0,0.0,0.801788770518475,0.19821122948152486,23921,23921,23921,c4_7103,26541,0,0,0,0,0,0,c4,1,3,13,1,6.898185828,6.6076506870000005,-0.290535141,9.523809523999999,0.0,4,4,4,2,2,1,1,4,1,1,2,3,1,2,2,1,1,4,4,4,3,4,4,3,1,2,1,1,1,1,1,2,1,1,1,2,1,1,6,1,1,1,2,1,1,2,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,1,1,1,3,1,3,2,4,1,1,1,1,4,4,3,3,2,3,3,3,3,3,4,4,3,2,3,4,4,4,4,4,3,4,1,1,1,1,2,2,2,3,4,3,3,1,3,4,3,2,2,2,1,4,11,10,9,13,19,8,11,9,6,4,13,17,6,4,9,5,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,7,4,,,9,5,,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
